"","speciesid","Year","spending","speciesname","taxon","conservation_status","listed"
"1",11,2014,956187.185,"Balaena mysticetus","Mammals","Vulnerable",1
"2",11,2015,917124.9013,"Balaena mysticetus","Mammals","Vulnerable",1
"3",11,2016,1014963.185,"Balaena mysticetus","Mammals","Vulnerable",1
"4",11,1996,851367.1128,"Balaena mysticetus","Mammals","Vulnerable",1
"5",11,1997,353142.5234,"Balaena mysticetus","Mammals","Vulnerable",1
"6",11,1998,1879.601227,"Balaena mysticetus","Mammals","Vulnerable",1
"7",11,1999,3677.971188,"Balaena mysticetus","Mammals","Vulnerable",1
"8",11,2000,3558.362369,"Balaena mysticetus","Mammals","Vulnerable",1
"9",11,2001,34599.09656,"Balaena mysticetus","Mammals","Vulnerable",1
"10",11,2002,10155.50528,"Balaena mysticetus","Mammals","Vulnerable",1
"11",11,2003,271604.1016,"Balaena mysticetus","Mammals","Vulnerable",1
"12",11,2004,246679.072,"Balaena mysticetus","Mammals","Vulnerable",1
"13",11,2005,1702692.005,"Balaena mysticetus","Mammals","Vulnerable",1
"14",11,2006,4887527.429,"Balaena mysticetus","Mammals","Vulnerable",1
"15",11,2007,2604870.304,"Balaena mysticetus","Mammals","Vulnerable",1
"16",11,2008,2316470.496,"Balaena mysticetus","Mammals","Vulnerable",1
"17",11,2009,3467920.471,"Balaena mysticetus","Mammals","Vulnerable",1
"18",11,2010,3170625.287,"Balaena mysticetus","Mammals","Vulnerable",1
"19",11,2011,3803165.152,"Balaena mysticetus","Mammals","Vulnerable",1
"20",11,2012,5998354.931,"Balaena mysticetus","Mammals","Vulnerable",1
"21",11,2013,27227943.35,"Balaena mysticetus","Mammals","Vulnerable",1
"22",54,2015,906819.3253,"Calidris canutus","Birds","Apparently Secure",1
"23",54,2016,1073823.95,"Calidris canutus","Birds","Apparently Secure",1
"24",84,2014,51774.39797,"Gambusia georgei","Fishes","Extinct",1
"25",84,2015,827.3417722,"Gambusia georgei","Fishes","Extinct",1
"26",84,2016,1838.25,"Gambusia georgei","Fishes","Extinct",1
"27",84,1996,87479.92352,"Gambusia georgei","Fishes","Extinct",1
"28",84,1997,58793.45794,"Gambusia georgei","Fishes","Extinct",1
"29",84,1998,51876.99387,"Gambusia georgei","Fishes","Extinct",1
"30",84,1999,29423.76951,"Gambusia georgei","Fishes","Extinct",1
"31",84,2000,0,"Gambusia georgei","Fishes","Extinct",1
"32",84,2001,138.3963862,"Gambusia georgei","Fishes","Extinct",1
"33",84,2002,136.2423569,"Gambusia georgei","Fishes","Extinct",1
"34",84,2003,3543.293478,"Gambusia georgei","Fishes","Extinct",1
"35",84,2004,1323.462149,"Gambusia georgei","Fishes","Extinct",1
"36",84,2005,6124.362519,"Gambusia georgei","Fishes","Extinct",1
"37",84,2006,8794.907738,"Gambusia georgei","Fishes","Extinct",1
"38",84,2007,6655.416787,"Gambusia georgei","Fishes","Extinct",1
"39",84,2008,569.2057594,"Gambusia georgei","Fishes","Extinct",1
"40",84,2009,571.3286713,"Gambusia georgei","Fishes","Extinct",1
"41",84,2010,2359.97249,"Gambusia georgei","Fishes","Extinct",1
"42",84,2011,544.9088484,"Gambusia georgei","Fishes","Extinct",1
"43",84,2012,1067.508711,"Gambusia georgei","Fishes","Extinct",1
"44",84,2013,648139.0738,"Gambusia georgei","Fishes","Extinct",1
"45",94,2014,1064503.368,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"46",94,2015,1619395.349,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"47",94,2016,913666.4188,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"48",94,1996,67671.96941,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"49",94,1997,17500.59813,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"50",94,1998,92025.27607,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"51",94,1999,460334.8739,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"52",94,2000,15130.15679,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"53",94,2001,5000.261434,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"54",94,2002,18528.96053,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"55",94,2003,52027.80326,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"56",94,2004,61295.76019,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"57",94,2005,92859.39171,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"58",94,2006,459348.5238,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"59",94,2007,234949.5731,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"60",94,2008,171213.6772,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"61",94,2009,79085.6,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"62",94,2010,188281.9766,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"63",94,2011,140146.1965,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"64",94,2012,1130997.724,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"65",94,2013,911417.4991,"Plestiodon reynoldsi","Reptiles","Vulnerable",1
"66",127,2014,7089621.567,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"67",127,2015,5108128.066,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"68",127,2016,4537575.108,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"69",127,1996,1981810.803,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"70",127,1997,1975567.084,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"71",127,1998,1675100.613,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"72",127,1999,7016583.331,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"73",127,2000,5623536.254,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"74",127,2001,6770594.792,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"75",127,2002,4484481.21,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"76",127,2003,4568697.302,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"77",127,2004,5733401.517,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"78",127,2005,7130196.194,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"79",127,2006,4563112.777,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"80",127,2007,4411141.434,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"81",127,2008,5599189.398,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"82",127,2009,5833337.722,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"83",127,2010,5834412.769,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"84",127,2011,7402260.85,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"85",127,2012,5728656.328,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"86",127,2013,6865953.69,"Lepidochelys kempii","Reptiles","Critically Imperiled",1
"87",131,2014,277988.1331,"Sylvilagus palustris","Mammals","Secure",1
"88",131,2015,318173.9278,"Sylvilagus palustris","Mammals","Secure",1
"89",131,2016,115630.01,"Sylvilagus palustris","Mammals","Secure",1
"90",131,1996,4686.424474,"Sylvilagus palustris","Mammals","Secure",1
"91",131,1997,53448.59813,"Sylvilagus palustris","Mammals","Secure",1
"92",131,1998,206756.135,"Sylvilagus palustris","Mammals","Secure",1
"93",131,1999,96362.84514,"Sylvilagus palustris","Mammals","Secure",1
"94",131,2000,54087.10801,"Sylvilagus palustris","Mammals","Secure",1
"95",131,2001,232259.5833,"Sylvilagus palustris","Mammals","Secure",1
"96",131,2002,137589.7938,"Sylvilagus palustris","Mammals","Secure",1
"97",131,2003,68578.71359,"Sylvilagus palustris","Mammals","Secure",1
"98",131,2004,109986.1922,"Sylvilagus palustris","Mammals","Secure",1
"99",131,2005,85151.22888,"Sylvilagus palustris","Mammals","Secure",1
"100",131,2006,280025.5342,"Sylvilagus palustris","Mammals","Secure",1
"101",131,2007,276550.3618,"Sylvilagus palustris","Mammals","Secure",1
"102",131,2008,144610.1384,"Sylvilagus palustris","Mammals","Secure",1
"103",131,2009,247330.4671,"Sylvilagus palustris","Mammals","Secure",1
"104",131,2010,126212.4525,"Sylvilagus palustris","Mammals","Secure",1
"105",131,2011,82591.83415,"Sylvilagus palustris","Mammals","Secure",1
"106",131,2012,149079.7265,"Sylvilagus palustris","Mammals","Secure",1
"107",131,2013,266844.4725,"Sylvilagus palustris","Mammals","Secure",1
"108",141,2014,1145442.284,"Chasmistes liorus","Fishes","Imperiled",1
"109",141,2015,6852667.132,"Chasmistes liorus","Fishes","Imperiled",1
"110",141,2016,954766.625,"Chasmistes liorus","Fishes","Imperiled",1
"111",141,1996,1619940.727,"Chasmistes liorus","Fishes","Imperiled",1
"112",141,1997,1588904.654,"Chasmistes liorus","Fishes","Imperiled",1
"113",141,1998,1867571.779,"Chasmistes liorus","Fishes","Imperiled",1
"114",141,1999,108720.8283,"Chasmistes liorus","Fishes","Imperiled",1
"115",141,2000,75010.27875,"Chasmistes liorus","Fishes","Imperiled",1
"116",141,2001,581680.0113,"Chasmistes liorus","Fishes","Imperiled",1
"117",141,2002,750286.6593,"Chasmistes liorus","Fishes","Imperiled",1
"118",141,2003,701252.413,"Chasmistes liorus","Fishes","Imperiled",1
"119",141,2004,804943.9518,"Chasmistes liorus","Fishes","Imperiled",1
"120",141,2005,413763.4378,"Chasmistes liorus","Fishes","Imperiled",1
"121",141,2006,401363.4077,"Chasmistes liorus","Fishes","Imperiled",1
"122",141,2007,913969.9783,"Chasmistes liorus","Fishes","Imperiled",1
"123",141,2008,741219.7399,"Chasmistes liorus","Fishes","Imperiled",1
"124",141,2009,550875.1049,"Chasmistes liorus","Fishes","Imperiled",1
"125",141,2010,1050412.517,"Chasmistes liorus","Fishes","Imperiled",1
"126",141,2011,1252200.534,"Chasmistes liorus","Fishes","Imperiled",1
"127",141,2012,1537801.808,"Chasmistes liorus","Fishes","Imperiled",1
"128",141,2013,1300715.194,"Chasmistes liorus","Fishes","Imperiled",1
"129",158,2014,16050.06337,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"130",158,2015,1714.665823,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"131",158,2016,6127.5,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"132",158,1996,32804.97132,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"133",158,1997,8399.065421,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"134",158,1998,1804.417178,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"135",158,1999,0,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"136",158,2000,1423.344948,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"137",158,2001,107796.9452,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"138",158,2002,32016.95386,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"139",158,2003,13320.65217,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"140",158,2004,1686.765484,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"141",158,2005,15059.90783,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"142",158,2006,34621.59077,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"143",158,2007,28294.68452,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"144",158,2008,2262.023688,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"145",158,2009,7198.741259,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"146",158,2010,17204.19945,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"147",158,2011,24788.99333,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"148",158,2012,2135.017422,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"149",158,2013,25139.05494,"Etheostoma nuchale","Fishes","Critically Imperiled",1
"150",173,2014,1417459.793,"Pristis pectinata","Fishes","Imperiled",1
"151",173,2015,968566.9443,"Pristis pectinata","Fishes","Imperiled",1
"152",173,2016,967081.8788,"Pristis pectinata","Fishes","Imperiled",1
"153",173,2003,75261.68478,"Pristis pectinata","Fishes","Imperiled",1
"154",173,2004,98481.15405,"Pristis pectinata","Fishes","Imperiled",1
"155",173,2005,761422.6651,"Pristis pectinata","Fishes","Imperiled",1
"156",173,2006,776568.2262,"Pristis pectinata","Fishes","Imperiled",1
"157",173,2007,767294.2402,"Pristis pectinata","Fishes","Imperiled",1
"158",173,2008,228966.432,"Pristis pectinata","Fishes","Imperiled",1
"159",173,2009,910072.8685,"Pristis pectinata","Fishes","Imperiled",1
"160",173,2010,1748487.884,"Pristis pectinata","Fishes","Imperiled",1
"161",173,2011,1551718.401,"Pristis pectinata","Fishes","Imperiled",1
"162",173,2012,1183297.111,"Pristis pectinata","Fishes","Imperiled",1
"163",173,2013,1080033.676,"Pristis pectinata","Fishes","Imperiled",1
"164",175,2014,3393420.373,"Alligator mississippiensis","Invertebrates","Secure",1
"165",175,2015,1695831.387,"Alligator mississippiensis","Invertebrates","Secure",1
"166",175,2016,853721.0863,"Alligator mississippiensis","Invertebrates","Secure",1
"167",175,2001,0,"Alligator mississippiensis","Invertebrates","Secure",1
"168",175,2002,1362.423569,"Alligator mississippiensis","Invertebrates","Secure",1
"169",175,2003,6627.024457,"Alligator mississippiensis","Invertebrates","Secure",1
"170",175,2004,258607.099,"Alligator mississippiensis","Invertebrates","Secure",1
"171",175,2005,1380461.432,"Alligator mississippiensis","Invertebrates","Secure",1
"172",175,2006,4086889.313,"Alligator mississippiensis","Invertebrates","Secure",1
"173",175,2007,593951.9059,"Alligator mississippiensis","Invertebrates","Secure",1
"174",175,2008,6821580.396,"Alligator mississippiensis","Invertebrates","Secure",1
"175",175,2009,2254694.897,"Alligator mississippiensis","Invertebrates","Secure",1
"176",175,2010,1625743.468,"Alligator mississippiensis","Invertebrates","Secure",1
"177",175,2011,5953225.072,"Alligator mississippiensis","Invertebrates","Secure",1
"178",175,2012,4919783.628,"Alligator mississippiensis","Invertebrates","Secure",1
"179",175,2013,2236351.308,"Alligator mississippiensis","Invertebrates","Secure",1
"180",241,2014,5083089.241,"Brachyramphus marmoratus","Birds","Vulnerable",1
"181",241,2015,3400724.235,"Brachyramphus marmoratus","Birds","Vulnerable",1
"182",241,2016,4821744.048,"Brachyramphus marmoratus","Birds","Vulnerable",1
"183",241,1996,13769339.96,"Brachyramphus marmoratus","Birds","Vulnerable",1
"184",241,1997,13583762.69,"Brachyramphus marmoratus","Birds","Vulnerable",1
"185",241,1998,10661624.45,"Brachyramphus marmoratus","Birds","Vulnerable",1
"186",241,1999,9826994.676,"Brachyramphus marmoratus","Birds","Vulnerable",1
"187",241,2000,9147154.774,"Brachyramphus marmoratus","Birds","Vulnerable",1
"188",241,2001,6577011.462,"Brachyramphus marmoratus","Birds","Vulnerable",1
"189",241,2002,6006850.581,"Brachyramphus marmoratus","Birds","Vulnerable",1
"190",241,2003,6712794.804,"Brachyramphus marmoratus","Birds","Vulnerable",1
"191",241,2004,7794043.761,"Brachyramphus marmoratus","Birds","Vulnerable",1
"192",241,2005,5335453.012,"Brachyramphus marmoratus","Birds","Vulnerable",1
"193",241,2006,4877783.001,"Brachyramphus marmoratus","Birds","Vulnerable",1
"194",241,2007,3893020.37,"Brachyramphus marmoratus","Birds","Vulnerable",1
"195",241,2008,5487296.068,"Brachyramphus marmoratus","Birds","Vulnerable",1
"196",241,2009,9366751.884,"Brachyramphus marmoratus","Birds","Vulnerable",1
"197",241,2010,6937533.586,"Brachyramphus marmoratus","Birds","Vulnerable",1
"198",241,2011,7469624.661,"Brachyramphus marmoratus","Birds","Vulnerable",1
"199",241,2012,7816889.113,"Brachyramphus marmoratus","Birds","Vulnerable",1
"200",241,2013,5794182.935,"Brachyramphus marmoratus","Birds","Vulnerable",1
"201",242,2014,4071.538657,"Noturus trautmani","Fishes","Extinct",1
"202",242,2015,10710.97342,"Noturus trautmani","Fishes","Extinct",1
"203",242,2016,1920.97125,"Noturus trautmani","Fishes","Extinct",1
"204",242,1996,3436.711281,"Noturus trautmani","Fishes","Extinct",1
"205",242,1997,0,"Noturus trautmani","Fishes","Extinct",1
"206",242,1998,16540.4908,"Noturus trautmani","Fishes","Extinct",1
"207",242,1999,0,"Noturus trautmani","Fishes","Extinct",1
"208",242,2000,0,"Noturus trautmani","Fishes","Extinct",1
"209",242,2001,0,"Noturus trautmani","Fishes","Extinct",1
"210",242,2002,0,"Noturus trautmani","Fishes","Extinct",1
"211",242,2003,0,"Noturus trautmani","Fishes","Extinct",1
"212",242,2004,16867.65484,"Noturus trautmani","Fishes","Extinct",1
"213",242,2005,376.4976959,"Noturus trautmani","Fishes","Extinct",1
"214",242,2006,632.202381,"Noturus trautmani","Fishes","Extinct",1
"215",242,2007,118.2344428,"Noturus trautmani","Fishes","Extinct",1
"216",242,2008,569.2057594,"Noturus trautmani","Fishes","Extinct",1
"217",242,2009,5141.958042,"Noturus trautmani","Fishes","Extinct",1
"218",242,2010,5731.361761,"Noturus trautmani","Fishes","Extinct",1
"219",242,2011,1961.671854,"Noturus trautmani","Fishes","Extinct",1
"220",242,2012,302.1049652,"Noturus trautmani","Fishes","Extinct",1
"221",242,2013,429.1879828,"Noturus trautmani","Fishes","Extinct",1
"222",251,2014,1012704.118,"Rhinichthys cobitis","Fishes","Imperiled",1
"223",251,2015,839115.8797,"Rhinichthys cobitis","Fishes","Imperiled",1
"224",251,2016,1226358.871,"Rhinichthys cobitis","Fishes","Imperiled",1
"225",251,1996,302290,"Rhinichthys cobitis","Fishes","Imperiled",1
"226",251,1997,257041.9439,"Rhinichthys cobitis","Fishes","Imperiled",1
"227",251,1998,287157.9571,"Rhinichthys cobitis","Fishes","Imperiled",1
"228",251,1999,517887.7671,"Rhinichthys cobitis","Fishes","Imperiled",1
"229",251,2000,982264.5819,"Rhinichthys cobitis","Fishes","Imperiled",1
"230",251,2001,1666154.094,"Rhinichthys cobitis","Fishes","Imperiled",1
"231",251,2002,658020.6103,"Rhinichthys cobitis","Fishes","Imperiled",1
"232",251,2003,777960.7207,"Rhinichthys cobitis","Fishes","Imperiled",1
"233",251,2004,693909.37,"Rhinichthys cobitis","Fishes","Imperiled",1
"234",251,2005,469367.1275,"Rhinichthys cobitis","Fishes","Imperiled",1
"235",251,2006,747336.1607,"Rhinichthys cobitis","Fishes","Imperiled",1
"236",251,2007,743103.4732,"Rhinichthys cobitis","Fishes","Imperiled",1
"237",251,2008,1387581.34,"Rhinichthys cobitis","Fishes","Imperiled",1
"238",251,2009,912509.014,"Rhinichthys cobitis","Fishes","Imperiled",1
"239",251,2010,932241.9519,"Rhinichthys cobitis","Fishes","Imperiled",1
"240",251,2011,642401.7599,"Rhinichthys cobitis","Fishes","Imperiled",1
"241",251,2012,3693060.263,"Rhinichthys cobitis","Fishes","Imperiled",1
"242",251,2013,832245.9914,"Rhinichthys cobitis","Fishes","Imperiled",1
"243",259,2014,161034.9455,"Ambystoma mavortium","Amphibians","Secure",1
"244",259,2015,41041.32278,"Ambystoma mavortium","Amphibians","Secure",1
"245",259,2016,354406.43,"Ambystoma mavortium","Amphibians","Secure",1
"246",259,1997,42606.16822,"Ambystoma mavortium","Amphibians","Secure",1
"247",259,1998,36238.71166,"Ambystoma mavortium","Amphibians","Secure",1
"248",259,1999,62451.95078,"Ambystoma mavortium","Amphibians","Secure",1
"249",259,2000,69886.23693,"Ambystoma mavortium","Amphibians","Secure",1
"250",259,2001,64354.31959,"Ambystoma mavortium","Amphibians","Secure",1
"251",259,2002,112924.4775,"Ambystoma mavortium","Amphibians","Secure",1
"252",259,2003,67222.6712,"Ambystoma mavortium","Amphibians","Secure",1
"253",259,2004,148175.8602,"Ambystoma mavortium","Amphibians","Secure",1
"254",259,2005,44050.23041,"Ambystoma mavortium","Amphibians","Secure",1
"255",259,2006,137564.8065,"Ambystoma mavortium","Amphibians","Secure",1
"256",259,2007,81700,"Ambystoma mavortium","Amphibians","Secure",1
"257",259,2008,348240.0836,"Ambystoma mavortium","Amphibians","Secure",1
"258",259,2009,58732.58741,"Ambystoma mavortium","Amphibians","Secure",1
"259",259,2010,72327.53783,"Ambystoma mavortium","Amphibians","Secure",1
"260",259,2011,29239.8088,"Ambystoma mavortium","Amphibians","Secure",1
"261",259,2012,159992.868,"Ambystoma mavortium","Amphibians","Secure",1
"262",259,2013,276865.1704,"Ambystoma mavortium","Amphibians","Secure",1
"263",269,2014,75780.11534,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"264",269,2015,7197.873418,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"265",269,2016,8037.2375,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"266",269,1996,95337.49522,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"267",269,1997,107355.3271,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"268",269,1998,66913.80368,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"269",269,1999,79591.29652,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"270",269,2000,166118.5889,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"271",269,2001,63662.33766,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"272",269,2002,40872.70706,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"273",269,2003,5461.467391,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"274",269,2004,13883.37745,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"275",269,2005,9788.940092,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"276",269,2006,121765.8259,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"277",269,2007,87966.42547,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"278",269,2008,78840.68974,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"279",269,2009,91932.4965,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"280",269,2010,98183.84594,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"281",269,2011,135964.566,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"282",269,2012,43567.16551,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"283",269,2013,85964.88026,"Pseudemys alabamensis","Reptiles","Critically Imperiled",1
"284",282,2015,4053.974684,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"285",282,2016,4728.3875,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"286",282,1996,23432.12237,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"287",282,1997,111478.5047,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"288",282,1998,179689.8773,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"289",282,1999,154151.1285,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"290",282,2000,157991.2892,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"291",282,2001,130092.603,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"292",282,2002,0,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"293",282,2003,34343.30543,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"294",282,2004,35076.937,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"295",282,2005,86388.65131,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"296",282,2006,71930.04167,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"297",282,2007,87625.91027,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"298",282,2008,60438.26753,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"299",282,2009,73815.66434,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"300",282,2010,43490.9216,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"301",282,2011,148697.996,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"302",282,2012,9073.824042,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"303",282,2013,6447.287124,"Hemignathus hanapepe","Birds","Critically Imperiled",1
"304",293,2014,3094.038023,"Rhinichthys osculus","Fishes","Secure",1
"305",293,2015,5326.012658,"Rhinichthys osculus","Fishes","Secure",1
"306",293,2016,1155.03375,"Rhinichthys osculus","Fishes","Secure",1
"307",293,1996,8747.992352,"Rhinichthys osculus","Fishes","Secure",1
"308",293,1997,8948.82243,"Rhinichthys osculus","Fishes","Secure",1
"309",293,1998,5713.98773,"Rhinichthys osculus","Fishes","Secure",1
"310",293,1999,11769.5078,"Rhinichthys osculus","Fishes","Secure",1
"311",293,2000,1423.344948,"Rhinichthys osculus","Fishes","Secure",1
"312",293,2001,19859.88142,"Rhinichthys osculus","Fishes","Secure",1
"313",293,2002,408.7270706,"Rhinichthys osculus","Fishes","Secure",1
"314",293,2003,712.6548913,"Rhinichthys osculus","Fishes","Secure",1
"315",293,2004,8985.269984,"Rhinichthys osculus","Fishes","Secure",1
"316",293,2005,12945.24578,"Rhinichthys osculus","Fishes","Secure",1
"317",293,2006,31579.7247,"Rhinichthys osculus","Fishes","Secure",1
"318",293,2007,32494.37192,"Rhinichthys osculus","Fishes","Secure",1
"319",293,2008,21182.42313,"Rhinichthys osculus","Fishes","Secure",1
"320",293,2009,22233.82657,"Rhinichthys osculus","Fishes","Secure",1
"321",293,2010,34388.17056,"Rhinichthys osculus","Fishes","Secure",1
"322",293,2011,12537.26278,"Rhinichthys osculus","Fishes","Secure",1
"323",293,2012,19092.39329,"Rhinichthys osculus","Fishes","Secure",1
"324",293,2013,10519.3133,"Rhinichthys osculus","Fishes","Secure",1
"325",294,2014,1041696.745,"Rhinichthys osculus","Fishes","Secure",1
"326",294,2015,72161.78354,"Rhinichthys osculus","Fishes","Secure",1
"327",294,2016,71859.235,"Rhinichthys osculus","Fishes","Secure",1
"328",294,1996,95290.63098,"Rhinichthys osculus","Fishes","Secure",1
"329",294,1997,34970.65421,"Rhinichthys osculus","Fishes","Secure",1
"330",294,1998,14510.52147,"Rhinichthys osculus","Fishes","Secure",1
"331",294,1999,128684.8559,"Rhinichthys osculus","Fishes","Secure",1
"332",294,2000,139886.3415,"Rhinichthys osculus","Fishes","Secure",1
"333",294,2001,80909.29531,"Rhinichthys osculus","Fishes","Secure",1
"334",294,2002,79551.91217,"Rhinichthys osculus","Fishes","Secure",1
"335",294,2003,15784.97283,"Rhinichthys osculus","Fishes","Secure",1
"336",294,2004,25171.73107,"Rhinichthys osculus","Fishes","Secure",1
"337",294,2005,51744.58833,"Rhinichthys osculus","Fishes","Secure",1
"338",294,2006,157847.561,"Rhinichthys osculus","Fishes","Secure",1
"339",294,2007,516465.7815,"Rhinichthys osculus","Fishes","Secure",1
"340",294,2008,89121.68416,"Rhinichthys osculus","Fishes","Secure",1
"341",294,2009,212088.6294,"Rhinichthys osculus","Fishes","Secure",1
"342",294,2010,74176.18294,"Rhinichthys osculus","Fishes","Secure",1
"343",294,2011,233467.2859,"Rhinichthys osculus","Fishes","Secure",1
"344",294,2012,419713.4673,"Rhinichthys osculus","Fishes","Secure",1
"345",294,2013,280850.9382,"Rhinichthys osculus","Fishes","Secure",1
"346",295,2014,29629.45247,"Rhinichthys osculus","Fishes","Secure",1
"347",295,2015,23282.43165,"Rhinichthys osculus","Fishes","Secure",1
"348",295,2016,24215.88,"Rhinichthys osculus","Fishes","Secure",1
"349",295,1996,12497.13193,"Rhinichthys osculus","Fishes","Secure",1
"350",295,1997,126749.5327,"Rhinichthys osculus","Fishes","Secure",1
"351",295,1998,97739.2638,"Rhinichthys osculus","Fishes","Secure",1
"352",295,1999,47225.15006,"Rhinichthys osculus","Fishes","Secure",1
"353",295,2000,61488.50174,"Rhinichthys osculus","Fishes","Secure",1
"354",295,2001,0,"Rhinichthys osculus","Fishes","Secure",1
"355",295,2002,0,"Rhinichthys osculus","Fishes","Secure",1
"356",295,2003,1562.5125,"Rhinichthys osculus","Fishes","Secure",1
"357",295,2004,2076.019058,"Rhinichthys osculus","Fishes","Secure",1
