"","speciesid","Year","spending","speciesname","taxon","conservation_status","listed"
"7961",8901,1999,500983.8115,"Potamilus capax","Invertebrates","Imperiled",1
"7962",8901,2000,110992.439,"Potamilus capax","Invertebrates","Imperiled",1
"7963",8901,2001,156249.52,"Potamilus capax","Invertebrates","Imperiled",1
"7964",8901,2002,255181.9344,"Potamilus capax","Invertebrates","Imperiled",1
"7965",8901,2003,549103.9239,"Potamilus capax","Invertebrates","Imperiled",1
"7966",8901,2004,149187.9195,"Potamilus capax","Invertebrates","Imperiled",1
"7967",8901,2005,507447.3594,"Potamilus capax","Invertebrates","Imperiled",1
"7968",8901,2006,293014.8616,"Potamilus capax","Invertebrates","Imperiled",1
"7969",8901,2007,550062.0984,"Potamilus capax","Invertebrates","Imperiled",1
"7970",8901,2008,363121.399,"Potamilus capax","Invertebrates","Imperiled",1
"7971",8901,2009,347832.8937,"Potamilus capax","Invertebrates","Imperiled",1
"7972",8901,2010,464508.89,"Potamilus capax","Invertebrates","Imperiled",1
"7973",8901,2011,200425.1032,"Potamilus capax","Invertebrates","Imperiled",1
"7974",8901,2012,460820.0253,"Potamilus capax","Invertebrates","Imperiled",1
"7975",8901,2013,659114.9253,"Potamilus capax","Invertebrates","Imperiled",1
"7976",9035,2014,5118.416984,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7977",9035,2015,16236.58228,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7978",9035,2016,11983.3475,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7979",9035,1996,312.4282983,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7980",9035,1997,4581.308411,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7981",9035,1998,29893.17791,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7982",9035,1999,34823.03121,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7983",9035,2000,17791.81185,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7984",9035,2001,70582.15697,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7985",9035,2002,4223.513063,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7986",9035,2003,5328.26087,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7987",9035,2004,38146.85019,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7988",9035,2005,8473.708141,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7989",9035,2006,7637.491071,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7990",9035,2007,11350.50651,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7991",9035,2008,2049.140734,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7992",9035,2009,3885.034965,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7993",9035,2010,4492.938102,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7994",9035,2011,3918.984438,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7995",9035,2012,6537.423345,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7996",9035,2013,17834.44378,"Epioblasma penita","Invertebrates","Critically Imperiled",1
"7997",9089,2014,190618.8365,"Lampsilis rafinesqueana","Invertebrates","Critically Imperiled",1
"7998",9089,2015,259023.1278,"Lampsilis rafinesqueana","Invertebrates","Critically Imperiled",1
"7999",9089,2016,80487.77625,"Lampsilis rafinesqueana","Invertebrates","Critically Imperiled",1
"8000",9131,2015,12255,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8001",9131,2016,9354.65,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8002",9131,1996,31242.82983,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8003",9131,1997,6871.962617,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8004",9131,1998,9473.190184,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8005",9131,1999,20111.14646,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8006",9131,2000,22061.84669,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8007",9131,2001,2767.927724,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8008",9131,2002,2724.847137,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8009",9131,2003,3330.163043,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8010",9131,2004,3080.293277,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8011",9131,2005,13353.11828,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8012",9131,2006,24744.64435,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8013",9131,2007,1538703.039,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8014",9131,2008,49592.62099,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8015",9131,2009,11088.34685,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8016",9131,2010,3582.662999,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8017",9131,2011,217.9635394,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8018",9131,2012,427.0034843,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8019",9131,2013,736.3519313,"Elaphrus viridis","Invertebrates","Critically Imperiled",1
"8020",9187,2014,14062.96198,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8021",9187,2015,9574.412658,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8022",9187,2016,8739.8575,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8023",9187,2000,18304.21603,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8024",9187,2001,98538.22699,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8025",9187,2002,41962.64591,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8026",9187,2003,107770.7364,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8027",9187,2004,41651.42986,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8028",9187,2005,55627.53456,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8029",9187,2006,47992.67113,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8030",9187,2007,21593.1563,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8031",9187,2008,17645.37854,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8032",9187,2009,6627.412587,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8033",9187,2010,12361.76066,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8034",9187,2011,21251.44509,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8035",9187,2012,27673.02831,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8036",9187,2013,10421.48369,"Adelocosa anops","Invertebrates","Critically Imperiled",1
"8037",9237,2014,2494.490494,"Margaritifera marrianae","Invertebrates","Critically Imperiled",1
"8038",9237,2015,48192.65823,"Margaritifera marrianae","Invertebrates","Critically Imperiled",1
"8039",9237,2016,102.125,"Margaritifera marrianae","Invertebrates","Critically Imperiled",1
"8040",9326,2014,114640.943,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8041",9326,2015,109282.5405,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8042",9326,2016,87006.415,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8043",9326,1998,51425.88957,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8044",9326,1999,2662.85114,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8045",9326,2000,5536.811847,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8046",9326,2001,6366.233766,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8047",9326,2002,400007.5598,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8048",9326,2003,20913.42391,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8049",9326,2004,76838.65537,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8050",9326,2005,87416.49002,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8051",9326,2006,70760.46726,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8052",9326,2007,111926.6353,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8053",9326,2008,135584.8119,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8054",9326,2009,114142.3273,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8055",9326,2010,101874.3934,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8056",9326,2011,156577.3779,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8057",9326,2012,171697.0335,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8058",9326,2013,198450.0013,"Pleurobema pyriforme","Invertebrates","Imperiled",1
"8059",9336,2014,8453.723701,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8060",9336,2015,17675.12278,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8061",9336,2016,4082.9575,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8062",9336,2006,44211.61458,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8063",9336,2007,15804.39797,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8064",9336,2008,10951.51881,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8065",9336,2009,2011.076923,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8066",9336,2010,790.0288858,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8067",9336,2011,3814.361939,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8068",9336,2012,9525.380226,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8069",9336,2013,7159.444635,"Drosophila hemipeza","Invertebrates","Critically Imperiled",1
"8070",9346,2014,5695.183777,"Chamaesyce deltoidea","Plants","Imperiled",1
"8071",9346,2015,2999.113924,"Chamaesyce deltoidea","Plants","Imperiled",1
"8072",9346,2016,5310.5,"Chamaesyce deltoidea","Plants","Imperiled",1
"8073",9346,1996,9372.848948,"Chamaesyce deltoidea","Plants","Imperiled",1
"8074",9346,1997,0,"Chamaesyce deltoidea","Plants","Imperiled",1
"8075",9346,1998,9773.92638,"Chamaesyce deltoidea","Plants","Imperiled",1
"8076",9346,1999,1471.188475,"Chamaesyce deltoidea","Plants","Imperiled",1
"8077",9346,2000,28466.89895,"Chamaesyce deltoidea","Plants","Imperiled",1
"8078",9346,2001,4428.684359,"Chamaesyce deltoidea","Plants","Imperiled",1
"8079",9346,2002,136.2423569,"Chamaesyce deltoidea","Plants","Imperiled",1
"8080",9346,2003,4129.402174,"Chamaesyce deltoidea","Plants","Imperiled",1
"8081",9346,2004,54620.06141,"Chamaesyce deltoidea","Plants","Imperiled",1
"8082",9346,2005,37273.27189,"Chamaesyce deltoidea","Plants","Imperiled",1
"8083",9346,2006,22613.39286,"Chamaesyce deltoidea","Plants","Imperiled",1
"8084",9346,2007,3433.52822,"Chamaesyce deltoidea","Plants","Imperiled",1
"8085",9346,2008,3242.196006,"Chamaesyce deltoidea","Plants","Imperiled",1
"8086",9346,2009,5256.223776,"Chamaesyce deltoidea","Plants","Imperiled",1
"8087",9346,2010,86644.70426,"Chamaesyce deltoidea","Plants","Imperiled",1
"8088",9346,2011,12369.43086,"Chamaesyce deltoidea","Plants","Imperiled",1
"8089",9346,2012,9554.202962,"Chamaesyce deltoidea","Plants","Imperiled",1
"8090",9346,2013,66192.77897,"Chamaesyce deltoidea","Plants","Imperiled",1
"8091",9512,2014,131130.0532,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8092",9512,2015,104780.7671,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8093",9512,2016,187024.5763,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8094",9512,1996,51191.37667,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8095",9512,1997,10262.13084,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8096",9512,1998,29622.51534,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8097",9512,1999,62348.96759,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8098",9512,2000,35156.62021,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8099",9512,2001,54943.36533,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8100",9512,2002,137694.7004,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8101",9512,2003,82175.10326,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8102",9512,2004,196391.4029,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8103",9512,2005,379587.4869,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8104",9512,2006,274182.5253,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8105",9512,2007,1059969.415,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8106",9512,2008,265680.2034,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8107",9512,2009,1060066.07,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8108",9512,2010,246340.6713,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8109",9512,2011,703666.9515,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8110",9512,2012,337894.2622,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8111",9512,2013,125482.7845,"Cyprogenia stegaria","Invertebrates","Critically Imperiled",1
"8112",9524,2014,51981.49556,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8113",9524,2015,10548.60759,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8114",9524,2016,17974,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8115",9524,1998,42103.06748,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8116",9524,1999,588.4753902,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8117",9524,2000,569.3379791,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8118",9524,2001,28648.05195,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8119",9524,2002,29155.86437,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8120",9524,2003,572.7880435,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8121",9524,2004,415.2038115,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8122",9524,2005,26807.89094,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8123",9524,2006,42017.14286,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8124",9524,2007,11603.52822,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8125",9524,2008,24050.08175,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8126",9524,2009,21511.66713,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8127",9524,2010,168360.4374,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8128",9524,2011,123312.8724,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8129",9524,2012,5337.543554,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8130",9524,2013,679767.4931,"Stygobromus pecki","Invertebrates","Critically Imperiled",1
"8131",9537,2014,24126.86946,"Cyclargus thomasi","Invertebrates","Apparently Secure",1
"8132",9537,2015,48232.99114,"Cyclargus thomasi","Invertebrates","Apparently Secure",1
"8133",9537,2016,34926.75,"Cyclargus thomasi","Invertebrates","Apparently Secure",1
"8134",9542,2014,207.0975919,"Apodemia mormo","Invertebrates","Secure",1
"8135",9542,2015,95009.86076,"Apodemia mormo","Invertebrates","Secure",1
"8136",9542,2016,93039.96,"Apodemia mormo","Invertebrates","Secure",1
"8137",9542,1996,15621.41491,"Apodemia mormo","Invertebrates","Secure",1
"8138",9542,1997,9926.168224,"Apodemia mormo","Invertebrates","Secure",1
"8139",9542,1998,9473.190184,"Apodemia mormo","Invertebrates","Secure",1
"8140",9542,1999,25010.20408,"Apodemia mormo","Invertebrates","Secure",1
"8141",9542,2000,30601.91638,"Apodemia mormo","Invertebrates","Secure",1
"8142",9542,2001,2767.927724,"Apodemia mormo","Invertebrates","Secure",1
"8143",9542,2002,2724.847137,"Apodemia mormo","Invertebrates","Secure",1
"8144",9542,2003,2664.130435,"Apodemia mormo","Invertebrates","Secure",1
"8145",9542,2004,233.552144,"Apodemia mormo","Invertebrates","Secure",1
"8146",9542,2005,1254.99232,"Apodemia mormo","Invertebrates","Secure",1
"8147",9542,2006,41586.75893,"Apodemia mormo","Invertebrates","Secure",1
"8148",9542,2007,323074.4327,"Apodemia mormo","Invertebrates","Secure",1
"8149",9542,2008,193461.6535,"Apodemia mormo","Invertebrates","Secure",1
"8150",9542,2009,311787.7678,"Apodemia mormo","Invertebrates","Secure",1
"8151",9542,2010,101933.9546,"Apodemia mormo","Invertebrates","Secure",1
"8152",9542,2011,217146.1761,"Apodemia mormo","Invertebrates","Secure",1
"8153",9542,2012,97250.04355,"Apodemia mormo","Invertebrates","Secure",1
"8154",9542,2013,113288.7966,"Apodemia mormo","Invertebrates","Secure",1
"8155",9543,2014,173651.3308,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8156",9543,2015,167567.7342,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8157",9543,2016,24454.8525,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8158",9543,1996,14996.55832,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8159",9543,1997,12980.37383,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8160",9543,1998,21592.8589,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8161",9543,1999,26702.07083,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8162",9543,2000,35583.62369,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8163",9543,2001,28232.86279,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8164",9543,2002,425382.6987,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8165",9543,2003,39271.94674,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8166",9543,2004,4087.16252,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8167",9543,2005,39108.07066,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8168",9543,2006,250987.9926,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8169",9543,2007,84722.07236,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8170",9543,2008,198122.3103,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8171",9543,2009,259700.8755,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8172",9543,2010,265692.4457,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8173",9543,2011,827425.5594,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8174",9543,2012,201163.4765,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8175",9543,2013,59500.39185,"Lemiox rimosus","Invertebrates","Critically Imperiled",1
"8176",9548,2014,1656.780735,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8177",9548,2015,10962.27848,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8178",9548,1999,0,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8179",9548,2000,0,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8180",9548,2001,0,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8181",9548,2002,0,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8182",9548,2003,0,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8183",9548,2004,48007.94071,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8184",9548,2005,8531.437788,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8185",9548,2006,2525.162202,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8186",9548,2008,113.8411519,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8187",9548,2010,471.9944979,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8188",9548,2011,515.4837706,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8189",9548,2012,177837.3436,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8190",9548,2013,210.3862661,"Lepyrium showalteri","Invertebrates","Critically Imperiled",1
"8191",9549,2014,3106.463878,"Pyrgus ruralis","Invertebrates","Secure",1
"8192",9549,2015,305108.1329,"Pyrgus ruralis","Invertebrates","Secure",1
"8193",9549,2016,90869.80375,"Pyrgus ruralis","Invertebrates","Secure",1
"8194",9549,1997,128276.6355,"Pyrgus ruralis","Invertebrates","Secure",1
"8195",9549,1998,27066.25767,"Pyrgus ruralis","Invertebrates","Secure",1
"8196",9549,1999,68410.26411,"Pyrgus ruralis","Invertebrates","Secure",1
"8197",9549,2000,152297.9094,"Pyrgus ruralis","Invertebrates","Secure",1
"8198",9549,2001,59510.44608,"Pyrgus ruralis","Invertebrates","Secure",1
"8199",9549,2002,76295.71984,"Pyrgus ruralis","Invertebrates","Secure",1
"8200",9549,2003,74595.65217,"Pyrgus ruralis","Invertebrates","Secure",1
"8201",9549,2004,126223.2562,"Pyrgus ruralis","Invertebrates","Secure",1
"8202",9549,2005,202648.6298,"Pyrgus ruralis","Invertebrates","Secure",1
"8203",9549,2006,244934.6548,"Pyrgus ruralis","Invertebrates","Secure",1
"8204",9549,2007,221512.2287,"Pyrgus ruralis","Invertebrates","Secure",1
"8205",9549,2009,20448.9958,"Pyrgus ruralis","Invertebrates","Secure",1
"8206",9549,2010,48734.55571,"Pyrgus ruralis","Invertebrates","Secure",1
"8207",9549,2011,67582.86483,"Pyrgus ruralis","Invertebrates","Secure",1
"8208",9549,2012,317792.0057,"Pyrgus ruralis","Invertebrates","Secure",1
"8209",9549,2013,35837.19657,"Pyrgus ruralis","Invertebrates","Secure",1
"8210",9570,2014,7766.159696,"Gammarus hyalelloides","Invertebrates","Critically Imperiled",1
"8211",9570,2015,2068.35443,"Gammarus hyalelloides","Invertebrates","Critically Imperiled",1
"8212",9570,2016,2655.25,"Gammarus hyalelloides","Invertebrates","Critically Imperiled",1
"8213",9590,2014,93418.61724,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8214",9590,2015,182428.8608,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8215",9590,2016,22671.75,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8216",9590,1996,18011.4914,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8217",9590,1997,217062.3925,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8218",9590,1998,52688.9816,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8219",9590,1999,264460.8403,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8220",9590,2000,295586.0453,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8221",9590,2001,63939.13043,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8222",9590,2002,60627.8488,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8223",9590,2003,114871.9761,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8224",9590,2004,10088.15511,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8225",9590,2005,70279.56989,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8226",9590,2006,39152.77976,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8227",9590,2007,30740.95514,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8228",9590,2008,8843.180678,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8229",9590,2009,152863.5566,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8230",9590,2010,29016.42366,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8231",9590,2011,90160.61805,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8232",9590,2012,76388.78833,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8233",9590,2013,125074.6352,"Pacifastacus fortis","Invertebrates","Critically Imperiled",1
"8234",9633,2014,1553.231939,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8235",9633,2016,102.125,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8236",9633,1996,8357.456979,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8237",9633,2001,59510.44608,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8238",9633,2002,27929.68316,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8239",9633,2003,3330.163043,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8240",9633,2004,24522.97512,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8241",9633,2005,23091.85868,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8242",9633,2006,37782.60268,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8243",9633,2007,17735.16643,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8244",9633,2008,8538.086391,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8245",9633,2009,23424.47552,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8246",9633,2010,52818.43191,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8247",9633,2011,2179.635394,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8248",9633,2012,960.7578397,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8249",9633,2013,22563.92704,"Cambarus zophonastes","Invertebrates","Critically Imperiled",1
"8250",9733,2014,79577.24968,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8251",9733,2015,14788.73418,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8252",9733,2016,12255,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8253",9733,2001,27679.27724,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8254",9733,2002,190.7392996,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8255",9733,2003,10763.08696,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8256",9733,2004,13182.72102,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8257",9733,2005,11997.72657,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8258",9733,2006,12261.07887,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8259",9733,2007,5509.725036,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8260",9733,2008,1366.093823,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8261",9733,2009,1574.581818,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8262",9733,2010,14901.54058,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8263",9733,2011,223085.6825,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8264",9733,2012,23047.51307,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8265",9733,2013,649695.9322,"Cicurina vespera","Invertebrates","Critically Imperiled",1
"8266",9738,2014,43933.68314,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8267",9738,2015,40715.55696,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8268",9738,2016,31822.15,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8269",9738,1996,3592.92543,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8270",9738,1997,8093.64486,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8271",9738,1998,16239.7546,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8272",9738,1999,43694.29772,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8273",9738,2000,30573.44948,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8274",9738,2001,34045.51101,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8275",9738,2002,17439.02168,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8276",9738,2003,16890.58696,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8277",9738,2004,25041.97988,"Dromus dromas","Invertebrates","Critically Imperiled",1
"8278",9738,2005,62926.56989,"Dromus dromas","Invertebrates","Critically Imperiled",1
